player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Abou Ouattara,Lille,Ligue 1,French Ligue 1,1,9,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,3,2,3,0,0,0,0,0
Yoan Cardinale,Nice,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Alexandre Conceicao,Nice,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Noah Crétier,Nice,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Evann Guessand,Nice,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Balthazar Pierret,Nice,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Alexis Trouillet,Nice,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Walter Benítez,Nice,Ligue 1,French Ligue 1,26,"2,340",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,654,785,186,187,305,310,161,286,1
Pierre Lees-Melou,Nice,Ligue 1,French Ligue 1,26,"2,252",5,6,5,0.20,0.24,0.20,3.5,3.5,4.3,0.14,0.17,0.14,32,30,43,14,55,30,135,168,69,28,606,52,37,8,1025,1224,432,480,436,492,138,201,122
Kasper Dolberg,Nice,Ligue 1,French Ligue 1,23,"1,888",11,3,11,0.52,0.14,0.52,7.2,7.2,1.2,0.34,0.06,0.34,3,9,8,17,70,18,30,166,16,9,379,18,28,6,232,301,128,161,83,100,13,15,6
Dante,Nice,Ligue 1,French Ligue 1,21,"1,890",1,0,1,0.05,0.00,0.05,1.2,1.2,0.3,0.05,0.01,0.05,1,18,19,53,20,10,70,18,36,14,166,47,103,1,1466,1588,444,458,826,856,190,261,87
Wylan Cyprien,Nice,Ligue 1,French Ligue 1,20,"1,772",7,3,2,0.36,0.15,0.10,6.3,2.5,2.7,0.32,0.14,0.13,24,16,16,11,19,11,89,43,22,7,336,14,15,10,1122,1343,428,475,507,545,178,293,109
Alexis Claude-Maurice,Nice,Ligue 1,French Ligue 1,22,"1,629",1,1,1,0.06,0.06,0.06,3.0,3.0,0.8,0.16,0.04,0.16,19,12,18,10,66,47,133,134,30,10,350,22,7,5,504,600,277,306,173,205,44,65,48
Malang Sarr,Nice,Ligue 1,French Ligue 1,19,"1,454",1,0,1,0.06,0.00,0.06,0.2,0.2,0.1,0.01,0.00,0.01,3,24,7,14,4,4,79,5,20,6,119,23,43,0,1055,1168,290,311,591,622,165,219,69
Patrick Burner,Nice,Ligue 1,French Ligue 1,20,"1,434",1,1,1,0.06,0.06,0.06,0.2,0.2,0.6,0.01,0.04,0.01,23,20,23,12,10,20,62,11,37,11,164,26,39,2,931,1089,422,457,443,475,61,129,74
Stanley N'Soki,Nice,Ligue 1,French Ligue 1,17,"1,273",0,1,0,0.00,0.07,0.00,0.3,0.3,0.9,0.02,0.06,0.02,3,29,23,25,9,25,75,11,39,18,173,17,56,2,918,1006,363,396,451,481,93,112,76
Adam Ounas,Nice,Ligue 1,French Ligue 1,16,"1,123",2,4,2,0.16,0.32,0.16,1.8,1.8,2.2,0.14,0.18,0.14,38,8,7,2,43,39,83,77,9,5,198,12,8,5,374,494,156,187,146,187,65,102,46
Christophe Hérelle,Nice,Ligue 1,French Ligue 1,15,"1,103",3,0,3,0.24,0.00,0.24,1.2,1.2,0.3,0.10,0.03,0.10,11,12,9,16,7,4,41,7,18,4,74,21,28,1,793,883,217,225,454,480,118,165,57
Ignatius Ganago,Nice,Ligue 1,French Ligue 1,26,"1,239",3,1,3,0.22,0.07,0.22,3.0,3.0,0.7,0.22,0.05,0.22,10,4,8,10,46,23,62,105,11,4,285,9,10,5,283,366,145,178,114,141,16,26,29
Danilo Barbosa,Nice,Ligue 1,French Ligue 1,16,"1,122",0,0,0,0.00,0.00,0.00,0.4,0.4,0.4,0.03,0.03,0.03,3,9,15,14,11,10,56,21,30,14,207,28,42,1,731,800,249,263,392,415,79,104,49
Youcef Atal,Nice,Ligue 1,French Ligue 1,13,"1,003",1,1,1,0.09,0.09,0.09,1.5,1.5,0.6,0.13,0.05,0.13,30,17,17,14,48,41,96,74,29,15,195,24,12,2,411,509,245,276,133,162,31,52,40
Arnaud Lusamba,Nice,Ligue 1,French Ligue 1,15,982,1,2,1,0.09,0.18,0.09,0.6,0.6,1.8,0.05,0.17,0.05,6,4,16,5,14,21,37,69,24,5,282,13,4,5,383,448,188,206,144,166,36,52,22
Andy Pelmard,Nice,Ligue 1,French Ligue 1,10,766,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,7,11,5,0,4,13,1,21,8,90,24,30,0,527,585,166,175,305,318,50,80,10
Racine Coly,Nice,Ligue 1,French Ligue 1,10,649,1,0,1,0.14,0.00,0.14,1.3,1.3,0.0,0.18,0.00,0.18,6,6,9,13,10,7,33,8,19,8,129,9,22,2,466,540,197,221,216,233,38,58,31
Myziane Maolida,Nice,Ligue 1,French Ligue 1,18,675,1,2,1,0.13,0.27,0.13,2.0,2.0,1.8,0.27,0.24,0.27,12,5,11,4,41,12,74,65,15,5,140,13,2,2,257,317,156,184,87,105,8,15,36
Khéphren Thuram-Ulie,Nice,Ligue 1,French Ligue 1,14,590,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.00,1,5,14,7,2,4,19,9,26,7,123,12,17,0,320,368,143,158,147,158,24,37,17
Adrien Tameze,Nice,Ligue 1,French Ligue 1,8,519,1,0,1,0.17,0.00,0.17,0.6,0.6,0.4,0.10,0.07,0.10,7,5,7,1,9,5,24,21,10,5,141,9,3,0,206,238,106,115,77,86,13,25,16
Hicham Boudaoui,Nice,Ligue 1,French Ligue 1,9,490,1,2,1,0.18,0.37,0.18,1.1,1.1,1.1,0.20,0.19,0.20,15,8,8,7,17,9,36,31,14,8,170,10,10,3,152,199,87,106,51,61,9,18,13
Gautier Lloris,Nice,Ligue 1,French Ligue 1,3,270,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,2,4,5,0,0,1,0,5,4,21,3,13,0,161,175,57,60,87,91,17,22,5
Moussa Wagué,Nice,Ligue 1,French Ligue 1,5,200,0,2,0,0.00,0.90,0.00,0.0,0.0,0.2,0.01,0.09,0.01,7,1,5,2,3,3,26,13,7,0,48,3,4,2,118,149,59,66,45,54,7,17,5
Yannis Clementia,Nice,Ligue 1,French Ligue 1,2,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,61,12,12,21,21,8,28,0
Riza Durmisi,Nice,Ligue 1,French Ligue 1,4,160,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,2,1,1,0,1,1,12,9,1,1,15,3,4,0,81,100,34,36,38,41,8,21,5
Ihsan Sacko,Nice,Ligue 1,French Ligue 1,3,145,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.17,0.00,0,0,1,0,8,2,10,9,1,0,25,2,0,0,32,43,11,16,20,26,1,1,6
Bassem Srarfi,Nice,Ligue 1,French Ligue 1,3,133,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.07,0.07,0.07,3,1,0,0,6,1,12,8,0,0,23,1,0,0,42,50,15,16,23,25,3,5,3
Mickaël Le Bihan,Nice,Ligue 1,French Ligue 1,2,100,0,1,0,0.00,0.90,0.00,0.1,0.1,0.2,0.05,0.15,0.05,1,0,0,1,3,0,1,13,0,0,12,0,2,1,18,23,11,12,6,6,0,2,1
Rémi Walter,Nice,Ligue 1,French Ligue 1,1,53,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.07,0.00,0,0,1,0,1,1,3,3,1,1,4,1,0,0,24,25,13,13,8,8,3,4,0
Ibrahim Cissé,Nice,Ligue 1,French Ligue 1,2,50,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.28,0.00,0.28,0,0,1,3,1,0,2,0,1,0,2,1,6,0,37,44,11,11,22,24,4,9,1
Eddy Sylvestre,Nice,Ligue 1,French Ligue 1,1,37,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,2,2,3,9,0,0,5,0,0,0,14,18,5,7,7,8,2,2,2
Logan Costa,Reims,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Yehvann Diouf,Reims,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Nolan Mbemba,Reims,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Moïse Sakava,Reims,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Yunis Abdelhamid,Reims,Ligue 1,French Ligue 1,28,"2,520",3,0,3,0.11,0.00,0.11,1.3,1.3,0.1,0.05,0.00,0.05,1,24,37,86,27,21,57,26,61,14,299,43,166,1,1328,1515,331,355,715,777,273,360,80
Axel Disasi,Reims,Ligue 1,French Ligue 1,27,"2,430",1,0,1,0.04,0.00,0.04,2.2,2.2,0.5,0.08,0.02,0.08,1,11,23,73,20,10,113,17,34,13,187,44,155,1,1237,1441,291,318,656,709,285,400,96
Thomas Foket,Reims,Ligue 1,French Ligue 1,27,"2,430",0,1,0,0.00,0.04,0.00,0.5,0.5,1.5,0.02,0.06,0.02,45,23,36,22,29,15,130,69,55,24,300,37,84,3,1054,1308,448,507,460,538,128,206,82
Predrag Rajković,Reims,Ligue 1,French Ligue 1,27,"2,430",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,1,0,0,0,0,0,1,0,2,0,0,0,736,998,74,74,404,405,255,516,2
Xavier Chavalerin,Reims,Ligue 1,French Ligue 1,24,"2,147",1,3,1,0.04,0.13,0.04,0.7,0.7,2.2,0.03,0.09,0.03,37,29,52,15,20,20,63,54,76,24,505,39,41,4,848,1096,358,405,320,379,156,281,89
Moussa Doumbia,Reims,Ligue 1,French Ligue 1,26,"1,718",2,1,1,0.10,0.05,0.05,2.8,2.1,1.9,0.15,0.10,0.11,36,20,14,5,76,61,158,162,21,8,277,19,9,4,532,681,282,330,165,208,65,98,56
Boulaye Dia,Reims,Ligue 1,French Ligue 1,24,"1,812",7,1,6,0.35,0.05,0.30,5.4,4.7,2.3,0.27,0.11,0.23,9,9,13,27,96,30,58,165,21,2,319,16,20,5,251,328,150,181,73,100,15,19,24
Alaixys Romao,Reims,Ligue 1,French Ligue 1,22,"1,781",0,0,0,0.00,0.00,0.00,0.8,0.8,1.0,0.04,0.05,0.04,5,18,36,25,15,18,54,32,59,21,375,22,60,2,818,979,254,296,423,482,129,172,83
Hassane Kamara,Reims,Ligue 1,French Ligue 1,23,"1,709",2,0,2,0.11,0.00,0.11,1.5,1.5,0.5,0.08,0.03,0.08,46,30,31,28,22,33,141,60,66,28,313,40,64,1,896,1110,406,454,387,449,92,162,77
Remi Oudin,Reims,Ligue 1,French Ligue 1,18,"1,397",3,2,3,0.19,0.13,0.19,3.3,3.3,2.0,0.21,0.13,0.21,36,13,8,23,61,13,49,112,14,5,230,26,19,3,297,454,129,165,104,151,53,107,36
Ghislain Konan,Reims,Ligue 1,French Ligue 1,16,"1,333",0,1,0,0.00,0.07,0.00,0.0,0.0,1.0,0.00,0.07,0.00,36,26,25,20,12,39,94,28,41,18,184,22,59,2,711,897,365,414,265,314,73,134,81
Mathieu Cafaro,Reims,Ligue 1,French Ligue 1,13,924,1,2,0,0.10,0.19,0.00,2.8,2.1,1.8,0.28,0.18,0.20,40,3,9,6,32,23,63,64,17,5,232,10,0,3,203,351,85,97,64,97,52,139,31
Tristan Dingomé,Reims,Ligue 1,French Ligue 1,15,892,0,1,0,0.00,0.10,0.00,0.4,0.4,1.0,0.04,0.10,0.04,8,4,7,1,18,5,14,73,11,2,212,11,2,2,269,370,130,156,96,126,33,54,39
Marshall Munetsi,Reims,Ligue 1,French Ligue 1,17,838,0,2,0,0.00,0.21,0.00,0.2,0.2,0.4,0.02,0.05,0.02,5,11,17,38,10,14,29,19,26,10,178,21,39,2,290,372,134,158,99,126,45,67,15
Moreto Cassamã,Reims,Ligue 1,French Ligue 1,7,592,0,1,0,0.00,0.15,0.00,0.1,0.1,0.4,0.01,0.07,0.01,3,4,15,4,1,15,27,8,21,7,63,7,6,1,445,507,141,150,196,217,104,130,36
Anastasios Donis,Reims,Ligue 1,French Ligue 1,15,609,0,0,0,0.00,0.00,0.00,1.1,1.1,0.3,0.16,0.04,0.16,17,0,3,7,24,25,30,51,5,1,106,3,4,0,75,133,36,50,28,49,7,16,2
El Bilal Touré,Reims,Ligue 1,French Ligue 1,7,453,3,0,1,0.60,0.00,0.20,3.6,2.2,0.1,0.71,0.03,0.43,3,0,3,10,26,3,6,44,3,0,80,8,1,2,50,68,32,39,14,22,2,3,1
Dereck Kutesa,Reims,Ligue 1,French Ligue 1,14,528,1,0,1,0.17,0.00,0.17,0.2,0.2,0.3,0.04,0.05,0.04,8,0,7,3,21,14,28,37,8,1,84,10,2,2,112,152,72,89,27,35,11,17,17
Nathanael Mbuku,Reims,Ligue 1,French Ligue 1,11,395,0,0,0,0.00,0.00,0.00,0.4,0.4,0.1,0.08,0.02,0.08,4,0,4,3,18,14,24,29,6,0,92,2,1,1,83,119,37,49,38,49,4,10,12
Suk Hyun-jun,Reims,Ligue 1,French Ligue 1,13,262,1,1,1,0.34,0.34,0.34,1.2,1.2,0.5,0.40,0.18,0.40,1,1,4,29,21,1,11,39,4,1,47,4,2,1,28,57,17,28,9,18,0,2,5
Nicolas Lemaître,Reims,Ligue 1,French Ligue 1,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,2,2,17,17,3,8,0
Dario Maresic,Reims,Ligue 1,French Ligue 1,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,0,1,0,0,2,0,0,0,2,1,7,0,53,64,16,17,26,29,11,18,6
Kaj Sierhuis,Reims,Ligue 1,French Ligue 1,1,12,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,1,0,1,4,0,0,2,0,0,0,4,4,2,2,1,1,1,1,2
Timothée Nkada,Reims,Ligue 1,French Ligue 1,8,148,0,0,0,0.00,0.00,0.00,0.1,0.1,0.3,0.05,0.18,0.05,3,0,0,3,8,2,6,18,1,0,40,0,0,1,15,25,6,10,5,8,4,5,2
Sambou Sissoko,Reims,Ligue 1,French Ligue 1,3,32,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,12,0,3,0,3,6,0,0,3,4,0,2,0
Arber Zeneli,Reims,Ligue 1,French Ligue 1,1,6,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Pape Cheikh Diop,Lyon,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Pierre Kalulu,Lyon,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Anthony Racioppi,Lyon,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Anthony Lopes,Lyon,Ligue 1,French Ligue 1,26,"2,340",0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.00,0,0,0,0,0,0,1,0,0,0,7,0,0,0,676,818,114,114,333,334,226,367,1
Moussa Dembélé,Lyon,Ligue 1,French Ligue 1,27,"2,188",16,2,12,0.66,0.08,0.49,11.6,7.8,1.8,0.48,0.07,0.32,9,4,9,58,130,23,53,219,12,3,292,21,27,7,347,469,218,271,94,126,20,33,27
Jason Denayer,Lyon,Ligue 1,French Ligue 1,25,"2,131",0,1,0,0.00,0.04,0.00,0.8,0.8,0.2,0.03,0.01,0.03,2,11,16,46,12,9,63,6,22,7,144,42,105,2,1492,1568,345,359,859,874,279,323,60
Houssem Aouar,Lyon,Ligue 1,French Ligue 1,25,"1,956",3,4,3,0.14,0.18,0.14,3.7,3.7,3.0,0.17,0.14,0.17,21,11,19,15,66,65,191,153,28,3,388,19,12,10,911,1076,461,517,343,387,98,134,107
Thiago Mendes,Lyon,Ligue 1,French Ligue 1,22,"1,812",0,6,0,0.00,0.30,0.00,1.2,1.2,1.6,0.06,0.08,0.06,6,25,31,17,11,15,65,51,47,15,397,34,38,8,1036,1199,441,486,409,450,167,224,96
Lucas Tousart,Lyon,Ligue 1,French Ligue 1,24,"1,763",2,2,2,0.10,0.10,0.10,1.3,1.3,0.6,0.07,0.03,0.07,10,17,39,41,26,17,72,45,66,15,494,35,40,3,802,946,275,318,385,426,122,161,62
Joachim Andersen,Lyon,Ligue 1,French Ligue 1,18,"1,531",1,0,1,0.06,0.00,0.06,0.9,0.9,0.2,0.05,0.01,0.05,3,8,10,56,13,2,47,10,18,6,107,22,95,0,1192,1308,227,242,703,742,257,315,65
Marcelo,Lyon,Ligue 1,French Ligue 1,17,"1,503",0,0,0,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,1,17,16,75,17,0,65,13,32,10,108,24,112,0,987,1133,221,239,528,560,232,321,71
Leo Dubois,Lyon,Ligue 1,French Ligue 1,16,"1,346",0,0,0,0.00,0.00,0.00,0.1,0.1,1.6,0.01,0.11,0.01,45,13,21,19,10,12,72,43,31,12,238,26,38,1,772,966,324,368,343,412,95,158,74
Maxwel Cornet,Lyon,Ligue 1,French Ligue 1,22,"1,330",4,3,4,0.27,0.20,0.27,2.7,2.7,2.7,0.18,0.18,0.18,48,15,14,18,39,22,89,131,28,17,219,20,30,7,499,690,268,320,179,234,37,91,50
Bertrand Traoré,Lyon,Ligue 1,French Ligue 1,23,"1,253",1,3,1,0.07,0.22,0.07,3.1,3.1,2.4,0.22,0.17,0.22,55,19,12,15,61,35,77,123,27,9,236,19,15,4,434,581,205,236,155,206,64,118,54
Martin Terrier,Lyon,Ligue 1,French Ligue 1,23,"1,198",1,2,1,0.08,0.15,0.08,2.0,2.0,1.3,0.15,0.10,0.15,17,12,15,21,51,18,72,75,21,3,298,20,7,5,344,440,198,222,105,136,31,61,43
Memphis Depay,Lyon,Ligue 1,French Ligue 1,13,"1,018",9,2,8,0.80,0.18,0.71,5.0,4.2,2.9,0.44,0.26,0.37,15,4,9,2,58,34,82,125,9,2,159,4,2,6,368,485,208,245,110,142,42,79,44
Fernando Marçal,Lyon,Ligue 1,French Ligue 1,11,829,0,1,0,0.00,0.11,0.00,0.1,0.1,1.3,0.01,0.15,0.01,26,14,17,20,7,9,72,22,32,12,127,20,34,2,620,752,264,291,266,312,82,127,54
Jeff Reine-Adélaïde,Lyon,Ligue 1,French Ligue 1,14,783,2,1,2,0.23,0.11,0.23,1.0,1.0,1.6,0.12,0.18,0.12,10,4,8,4,14,33,68,56,11,4,188,6,2,5,366,427,184,205,138,146,33,52,38
Youssouf Koné,Lyon,Ligue 1,French Ligue 1,11,818,0,0,0,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.07,0.00,20,6,15,6,1,17,62,9,24,11,81,8,22,0,561,648,217,234,277,302,65,103,49
Kenny Tete,Lyon,Ligue 1,French Ligue 1,18,"1,072",0,1,0,0.00,0.08,0.00,0.5,0.5,1.2,0.04,0.10,0.04,35,15,25,8,25,11,72,49,37,11,150,21,43,2,684,842,335,366,267,320,75,117,65
Rafael,Lyon,Ligue 1,French Ligue 1,13,700,0,0,0,0.00,0.00,0.00,0.1,0.1,0.6,0.01,0.08,0.01,9,7,18,16,10,11,33,15,26,10,153,18,23,0,357,436,206,221,127,155,18,42,30
Maxence Caqueret,Lyon,Ligue 1,French Ligue 1,8,568,0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.03,0.05,0.03,2,7,11,4,10,6,30,22,18,6,237,17,5,1,338,390,157,171,136,155,40,50,46
Karl Toko Ekambi,Lyon,Ligue 1,French Ligue 1,8,538,2,1,2,0.33,0.17,0.33,2.0,2.0,1.1,0.34,0.18,0.34,15,0,5,8,24,8,44,62,6,2,67,5,1,3,148,189,76,85,48,63,15,24,11
Bruno Guimarães,Lyon,Ligue 1,French Ligue 1,3,270,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.02,0.11,0.02,0,1,9,1,2,6,7,9,10,2,69,5,1,0,175,194,57,60,80,88,30,35,12
Ciprian Tătărușanu,Lyon,Ligue 1,French Ligue 1,2,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,59,10,10,25,25,19,24,0
Jean Lucas,Lyon,Ligue 1,French Ligue 1,11,200,1,0,1,0.45,0.00,0.45,0.3,0.3,0.4,0.15,0.19,0.15,3,4,9,1,7,6,10,7,14,3,73,4,0,0,128,147,58,63,55,60,11,17,3
Rayan Cherki,Lyon,Ligue 1,French Ligue 1,6,143,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.10,0.06,0.10,3,1,2,0,4,6,12,10,2,2,29,2,0,1,44,66,27,34,13,15,1,7,2
Melvin Bard,Lyon,Ligue 1,French Ligue 1,1,45,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.16,0.00,1,0,0,2,1,0,7,3,0,0,5,0,0,0,40,47,21,22,17,19,2,3,1
Oumar Solet,Lyon,Ligue 1,French Ligue 1,1,9,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,0,0,2,2,2,3,0
Amine Gouiri,Lyon,Ligue 1,French Ligue 1,1,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amir Adouyev,Montpellier,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Kylian Kaïboué,Montpellier,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Facundo Píriz,Montpellier,Ligue 1,French Ligue 1,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Vitorino Hilton,Montpellier,Ligue 1,French Ligue 1,28,"2,510",0,2,0,0.00,0.07,0.00,1.0,1.0,1.0,0.03,0.04,0.03,4,33,24,86,25,5,69,21,36,18,170,37,211,4,1093,1321,168,199,527,559,388,538,90
Damien Le Tallec,Montpellier,Ligue 1,French Ligue 1,28,"2,458",2,0,2,0.07,0.00,0.07,0.9,0.9,0.7,0.03,0.03,0.03,10,27,35,62,39,4,54,48,51,20,501,51,87,2,797,989,303,364,351,403,127,196,83
Gaëtan Laborde,Montpellier,Ligue 1,French Ligue 1,28,"2,237",6,5,6,0.24,0.20,0.24,8.1,8.1,2.6,0.33,0.10,0.33,33,9,18,92,124,27,102,286,23,5,476,26,26,9,436,657,243,332,153,220,24,51,52
Andy Delort,Montpellier,Ligue 1,French Ligue 1,26,"2,280",9,3,9,0.36,0.12,0.36,10.9,9.4,4.1,0.43,0.16,0.37,84,7,20,64,131,28,93,325,32,13,347,22,11,9,451,765,230,317,147,249,66,148,56
Gerónimo Rulli,Montpellier,Ligue 1,French Ligue 1,25,"2,250",0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.00,0,0,0,0,0,0,0,0,0,0,2,1,2,1,673,883,88,88,264,269,321,525,1
Daniel Congré,Montpellier,Ligue 1,French Ligue 1,24,"1,941",0,1,0,0.00,0.05,0.00,0.7,0.7,0.2,0.03,0.01,0.03,5,29,23,46,8,4,53,8,33,16,207,29,96,2,755,900,265,298,386,430,102,156,82
Arnaud Souquet,Montpellier,Ligue 1,French Ligue 1,24,"2,016",2,0,2,0.09,0.00,0.09,0.6,0.5,1.1,0.03,0.05,0.02,46,13,28,27,28,23,102,66,57,28,433,43,63,2,809,1064,404,469,326,409,66,129,86
Ambroise Oyongo,Montpellier,Ligue 1,French Ligue 1,21,"1,821",0,0,0,0.00,0.00,0.00,0.3,0.3,1.0,0.02,0.05,0.02,45,7,8,22,21,23,73,55,20,8,280,38,47,2,672,897,319,365,262,327,82,158,73
Florent Mollet,Montpellier,Ligue 1,French Ligue 1,25,"1,684",6,3,6,0.32,0.16,0.32,2.7,2.7,4.0,0.14,0.21,0.14,49,8,5,14,39,15,87,153,10,3,300,19,4,8,695,893,309,353,251,285,116,211,64
Téji Savanier,Montpellier,Ligue 1,French Ligue 1,19,"1,524",6,2,4,0.35,0.12,0.24,2.6,1.0,2.0,0.15,0.12,0.06,31,26,37,24,9,28,93,43,59,30,361,16,23,6,686,917,229,272,271,327,169,283,101
Pedro Mendes,Montpellier,Ligue 1,French Ligue 1,16,"1,376",1,0,1,0.07,0.00,0.07,1.0,1.0,0.1,0.07,0.01,0.07,8,14,29,18,11,6,55,6,38,11,197,24,57,0,587,713,162,177,294,318,127,206,71
Joris Chotard,Montpellier,Ligue 1,French Ligue 1,20,"1,251",0,0,0,0.00,0.00,0.00,0.3,0.3,0.4,0.02,0.03,0.02,8,16,21,19,4,11,45,25,34,15,287,16,17,2,429,556,135,167,196,231,90,136,54
Jordan Ferri,Montpellier,Ligue 1,French Ligue 1,16,"1,150",0,0,0,0.00,0.00,0.00,0.5,0.5,0.8,0.04,0.06,0.04,18,11,17,13,13,22,87,53,28,18,322,13,13,0,603,740,238,266,268,311,88,132,77
Mihailo Ristić,Montpellier,Ligue 1,French Ligue 1,18,811,0,2,0,0.00,0.22,0.00,0.3,0.3,0.4,0.04,0.05,0.04,19,2,8,12,12,6,42,26,19,7,157,15,13,2,281,375,122,148,105,131,47,71,26
Nicolas Cozza,Montpellier,Ligue 1,French Ligue 1,7,556,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0,7,4,14,5,2,12,4,6,0,53,13,27,0,193,233,65,72,99,110,28,47,17
Junior Sambia,Montpellier,Ligue 1,French Ligue 1,17,587,1,1,1,0.15,0.15,0.15,0.5,0.5,0.1,0.07,0.02,0.07,17,4,12,7,9,8,34,18,14,7,121,8,13,1,191,250,80,91,86,112,23,44,33
Dimitry Bertaud,Montpellier,Ligue 1,French Ligue 1,3,196,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,1,0,0,2,0,0,1,1,0,0,0,0,59,67,4,4,27,27,27,35,0
Thibaut Vargas,Montpellier,Ligue 1,French Ligue 1,3,151,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.00,6,0,0,0,2,1,8,7,1,1,33,2,3,1,46,65,22,28,18,25,6,12,2
