player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Souleymane Djimou Cissé,Quevilly-Rouen,Ligue 2,French Ligue 2,5,313,0,0,0,0.00,0.00,0.00,,,,,,,0,12,3,,,,,,,,,,,,,,,,,,,,
Ottman Dadoune,Quevilly-Rouen,Ligue 2,French Ligue 2,7,301,0,0,0,0.00,0.00,0.00,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
Johan Rotsen,Quevilly-Rouen,Ligue 2,French Ligue 2,7,248,0,0,0,0.00,0.00,0.00,,,,,,,1,0,5,,,,,,,,,,,,,,,,,,,,
Cheikh Tidiane Sabaly,Quevilly-Rouen,Ligue 2,French Ligue 2,4,248,0,0,0,0.00,0.00,0.00,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,
Nadjib Cisse,Quevilly-Rouen,Ligue 2,French Ligue 2,4,206,0,0,0,0.00,0.00,0.00,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,
Romain Lejeune,Quevilly-Rouen,Ligue 2,French Ligue 2,2,180,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Issa Soumaré,Quevilly-Rouen,Ligue 2,French Ligue 2,4,178,0,1,0,0.00,0.51,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Sami Belkorchia,Quevilly-Rouen,Ligue 2,French Ligue 2,4,116,0,0,0,0.00,0.00,0.00,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,
Tafsir Cherif,Quevilly-Rouen,Ligue 2,French Ligue 2,2,97,0,0,0,0.00,0.00,0.00,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,
Nelson Sissoko,Quevilly-Rouen,Ligue 2,French Ligue 2,2,74,0,0,0,0.00,0.00,0.00,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
Dylan G'Beuly,Quevilly-Rouen,Ligue 2,French Ligue 2,2,27,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Rénald Metelus,Quevilly-Rouen,Ligue 2,French Ligue 2,1,23,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Robin Taillan,Quevilly-Rouen,Ligue 2,French Ligue 2,2,19,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
David Kabamba,Dunkerque,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorian Sahli,Dunkerque,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovanie Tchouatcha,Dunkerque,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Vigneron,Dunkerque,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Tchokounté,Dunkerque,Ligue 2,French Ligue 2,25,"1,979",7,1,6,0.32,0.05,0.27,,,,,,,11,6,10,,,,,,,,,,,,,,,,,,,,
Demba Thiam,Dunkerque,Ligue 2,French Ligue 2,23,"1,990",0,2,0,0.00,0.09,0.00,,,,,,,47,38,21,,,,,,,,,,,,,,,,,,,,
Adon Gomis,Dunkerque,Ligue 2,French Ligue 2,25,"1,951",1,1,1,0.05,0.05,0.05,,,,,,,2,25,24,,,,,,,,,,,,,,,,,,,,
Bilal Brahimi,Dunkerque,Ligue 2,French Ligue 2,24,"1,864",2,2,2,0.10,0.10,0.10,,,,,,,52,21,21,,,,,,,,,,,,,,,,,,,,
Émeric Dudouit,Dunkerque,Ligue 2,French Ligue 2,20,"1,484",1,2,1,0.06,0.12,0.06,,,,,,,107,19,12,,,,,,,,,,,,,,,,,,,,
Driss Trichard,Dunkerque,Ligue 2,French Ligue 2,19,"1,404",0,2,0,0.00,0.13,0.00,,,,,,,65,16,16,,,,,,,,,,,,,,,,,,,,
Kévin Rocheteau,Dunkerque,Ligue 2,French Ligue 2,19,"1,215",5,2,4,0.37,0.15,0.30,,,,,,,42,8,15,,,,,,,,,,,,,,,,,,,,
Mario Jason Kikonda,Dunkerque,Ligue 2,French Ligue 2,18,"1,123",0,0,0,0.00,0.00,0.00,,,,,,,5,26,28,,,,,,,,,,,,,,,,,,,,
Axel Maraval,Dunkerque,Ligue 2,French Ligue 2,14,"1,171",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Jérémy Vachoux,Dunkerque,Ligue 2,French Ligue 2,13,"1,169",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Leverton Pierre,Dunkerque,Ligue 2,French Ligue 2,21,"1,075",1,0,1,0.08,0.00,0.08,,,,,,,13,12,13,,,,,,,,,,,,,,,,,,,,
Samuel Yohou,Dunkerque,Ligue 2,French Ligue 2,13,"1,071",0,0,0,0.00,0.00,0.00,,,,,,,0,30,11,,,,,,,,,,,,,,,,,,,,
Alioune Ba,Dunkerque,Ligue 2,French Ligue 2,11,854,0,0,0,0.00,0.00,0.00,,,,,,,0,10,6,,,,,,,,,,,,,,,,,,,,
Désiré Segbé Azankpo,Dunkerque,Ligue 2,French Ligue 2,17,858,1,0,1,0.10,0.00,0.10,,,,,,,20,2,7,,,,,,,,,,,,,,,,,,,,
Mohamed Ouadah,Dunkerque,Ligue 2,French Ligue 2,17,903,0,0,0,0.00,0.00,0.00,,,,,,,25,12,13,,,,,,,,,,,,,,,,,,,,
Nicolas Bruneel,Dunkerque,Ligue 2,French Ligue 2,16,785,1,0,1,0.11,0.00,0.11,,,,,,,4,7,18,,,,,,,,,,,,,,,,,,,,
Loïc Kouagba,Dunkerque,Ligue 2,French Ligue 2,10,743,0,0,0,0.00,0.00,0.00,,,,,,,14,13,7,,,,,,,,,,,,,,,,,,,,
Thomas Vannoye,Dunkerque,Ligue 2,French Ligue 2,12,895,0,0,0,0.00,0.00,0.00,,,,,,,2,25,15,,,,,,,,,,,,,,,,,,,,
Redouane Kerrouche,Dunkerque,Ligue 2,French Ligue 2,17,738,0,0,0,0.00,0.00,0.00,,,,,,,5,14,2,,,,,,,,,,,,,,,,,,,,
Jérémy Huysman,Dunkerque,Ligue 2,French Ligue 2,10,542,0,0,0,0.00,0.00,0.00,,,,,,,2,5,7,,,,,,,,,,,,,,,,,,,,
Marco Majouga,Dunkerque,Ligue 2,French Ligue 2,14,537,0,0,0,0.00,0.00,0.00,,,,,,,11,3,9,,,,,,,,,,,,,,,,,,,,
Iron Gomis,Dunkerque,Ligue 2,French Ligue 2,4,356,1,1,1,0.25,0.25,0.25,,,,,,,8,6,6,,,,,,,,,,,,,,,,,,,,
Amine Salama,Dunkerque,Ligue 2,French Ligue 2,5,237,0,0,0,0.00,0.00,0.00,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,
Ibrahim Cissé,Dunkerque,Ligue 2,French Ligue 2,2,180,0,0,0,0.00,0.00,0.00,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
Adama Niane,Dunkerque,Ligue 2,French Ligue 2,2,130,1,0,1,0.69,0.00,0.69,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
Billy Ketkeophomphone,Dunkerque,Ligue 2,French Ligue 2,3,119,0,0,0,0.00,0.00,0.00,,,,,,,8,0,0,,,,,,,,,,,,,,,,,,,,
Harouna Sy,Dunkerque,Ligue 2,French Ligue 2,1,90,0,1,0,0.00,1.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Dimitri Boudaud,Dunkerque,Ligue 2,French Ligue 2,6,74,0,0,0,0.00,0.00,0.00,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,
Adam Abeddou,Dunkerque,Ligue 2,French Ligue 2,4,64,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Manuel Semedo,Dunkerque,Ligue 2,French Ligue 2,2,29,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Enzo Bardeli,Dunkerque,Ligue 2,French Ligue 2,1,3,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Paul Bourdelle,Grenoble,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Strazzeri,Grenoble,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Tchaptchet,Grenoble,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Vianney Goteni,Grenoble,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loïc Nestor,Grenoble,Ligue 2,French Ligue 2,25,"2,240",3,0,3,0.12,0.00,0.12,,,,,,,7,38,15,,,,,,,,,,,,,,,,,,,,
Brice Maubleu,Grenoble,Ligue 2,French Ligue 2,23,"2,011",0,0,0,0.00,0.00,0.00,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,
Adrien Monfray,Grenoble,Ligue 2,French Ligue 2,20,"1,757",1,0,1,0.05,0.00,0.05,,,,,,,0,34,32,,,,,,,,,,,,,,,,,,,,
Yoric Ravet,Grenoble,Ligue 2,French Ligue 2,20,"1,471",4,4,3,0.24,0.24,0.18,,,,,,,80,10,3,,,,,,,,,,,,,,,,,,,,
Jordy Gaspar,Grenoble,Ligue 2,French Ligue 2,22,"1,487",0,0,0,0.00,0.00,0.00,,,,,,,24,21,21,,,,,,,,,,,,,,,,,,,,
Franck-Yves Bambock,Grenoble,Ligue 2,French Ligue 2,19,"1,484",0,0,0,0.00,0.00,0.00,,,,,,,3,21,12,,,,,,,,,,,,,,,,,,,,
Alex Gersbach,Grenoble,Ligue 2,French Ligue 2,17,"1,293",0,1,0,0.00,0.07,0.00,,,,,,,61,22,19,,,,,,,,,,,,,,,,,,,,
Loris Néry,Grenoble,Ligue 2,French Ligue 2,18,"1,279",0,2,0,0.00,0.14,0.00,,,,,,,32,22,21,,,,,,,,,,,,,,,,,,,,
Mamadou Diallo,Grenoble,Ligue 2,French Ligue 2,19,"1,323",2,3,2,0.14,0.20,0.14,,,,,,,35,4,11,,,,,,,,,,,,,,,,,,,,
Abdel Abdallah,Grenoble,Ligue 2,French Ligue 2,21,"1,262",1,2,1,0.07,0.14,0.07,,,,,,,44,26,15,,,,,,,,,,,,,,,,,,,,
Achille Anani,Grenoble,Ligue 2,French Ligue 2,20,"1,158",2,1,2,0.16,0.08,0.16,,,,,,,3,1,5,,,,,,,,,,,,,,,,,,,,
Anthony Belmonte,Grenoble,Ligue 2,French Ligue 2,16,"1,056",1,0,0,0.09,0.00,0.00,,,,,,,31,14,10,,,,,,,,,,,,,,,,,,,,
Manuel Perez,Grenoble,Ligue 2,French Ligue 2,14,784,0,0,0,0.00,0.00,0.00,,,,,,,4,13,10,,,,,,,,,,,,,,,,,,,,
Florian Michel,Grenoble,Ligue 2,French Ligue 2,13,783,0,0,0,0.00,0.00,0.00,,,,,,,9,16,15,,,,,,,,,,,,,,,,,,,,
Souleymane Cissé,Grenoble,Ligue 2,French Ligue 2,13,858,0,1,0,0.00,0.10,0.00,,,,,,,7,12,11,,,,,,,,,,,,,,,,,,,,
Joris Correa,Grenoble,Ligue 2,French Ligue 2,13,746,1,0,1,0.12,0.00,0.12,,,,,,,16,3,14,,,,,,,,,,,,,,,,,,,,
David Henen,Grenoble,Ligue 2,French Ligue 2,16,729,2,1,2,0.25,0.12,0.25,,,,,,,11,2,3,,,,,,,,,,,,,,,,,,,,
Jules Sylvestre Brac,Grenoble,Ligue 2,French Ligue 2,10,574,1,0,1,0.16,0.00,0.16,,,,,,,2,17,3,,,,,,,,,,,,,,,,,,,,
Bart Straalman,Grenoble,Ligue 2,French Ligue 2,5,402,0,0,0,0.00,0.00,0.00,,,,,,,0,4,2,,,,,,,,,,,,,,,,,,,,
Jordan Tell,Grenoble,Ligue 2,French Ligue 2,4,340,1,0,1,0.26,0.00,0.26,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,
Manuel de Iriondo,Grenoble,Ligue 2,French Ligue 2,11,312,0,0,0,0.00,0.00,0.00,,,,,,,0,7,6,,,,,,,,,,,,,,,,,,,,
Esteban Salles,Grenoble,Ligue 2,French Ligue 2,4,327,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Charles Pickel,Grenoble,Ligue 2,French Ligue 2,3,270,1,0,1,0.33,0.00,0.33,,,,,,,0,2,2,,,,,,,,,,,,,,,,,,,,
Yannick Marchand,Grenoble,Ligue 2,French Ligue 2,6,198,0,1,0,0.00,0.45,0.00,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,
Orges Bunjaku,Grenoble,Ligue 2,French Ligue 2,13,394,0,0,0,0.00,0.00,0.00,,,,,,,9,6,2,,,,,,,,,,,,,,,,,,,,
Jekob Jeno,Grenoble,Ligue 2,French Ligue 2,4,179,0,0,0,0.00,0.00,0.00,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,
Jérôme Mombris,Grenoble,Ligue 2,French Ligue 2,2,158,0,0,0,0.00,0.00,0.00,,,,,,,3,1,0,,,,,,,,,,,,,,,,,,,,
Axel Ngando,Grenoble,Ligue 2,French Ligue 2,2,135,0,0,0,0.00,0.00,0.00,,,,,,,0,2,2,,,,,,,,,,,,,,,,,,,,
Terell Ondaan,Grenoble,Ligue 2,French Ligue 2,2,113,0,0,0,0.00,0.00,0.00,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,
Giorgi Kokhreidze,Grenoble,Ligue 2,French Ligue 2,6,156,0,0,0,0.00,0.00,0.00,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
Zinédine Labyad,Grenoble,Ligue 2,French Ligue 2,1,45,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Olivier Boissy,Grenoble,Ligue 2,French Ligue 2,11,168,0,0,0,0.00,0.00,0.00,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,
Abdoulie Sanyang,Grenoble,Ligue 2,French Ligue 2,2,40,0,0,0,0.00,0.00,0.00,,,,,,,4,0,2,,,,,,,,,,,,,,,,,,,,
Hugo Constant,Nancy,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Francke,Nancy,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Giagnorio,Nancy,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge N'Guessan,Nancy,Ligue 2,French Ligue 2,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mickaël Biron,Nancy,Ligue 2,French Ligue 2,24,"2,019",5,3,4,0.22,0.13,0.18,,,,,,,19,10,26,,,,,,,,,,,,,,,,,,,,
Shaquil Delos,Nancy,Ligue 2,French Ligue 2,24,"1,832",0,1,0,0.00,0.05,0.00,,,,,,,60,40,32,,,,,,,,,,,,,,,,,,,,
Nathan Trott,Nancy,Ligue 2,French Ligue 2,19,"1,710",0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
William Bianda,Nancy,Ligue 2,French Ligue 2,19,"1,621",1,1,1,0.06,0.06,0.06,,,,,,,1,29,13,,,,,,,,,,,,,,,,,,,,
Thomas Basila,Nancy,Ligue 2,French Ligue 2,19,"1,543",2,1,2,0.12,0.06,0.12,,,,,,,1,21,5,,,,,,,,,,,,,,,,,,,,
Gregoire Lefebvre,Nancy,Ligue 2,French Ligue 2,22,"1,419",0,1,0,0.00,0.06,0.00,,,,,,,33,15,31,,,,,,,,,,,,,,,,,,,,
Mamadou Thiam,Nancy,Ligue 2,French Ligue 2,24,"1,352",5,1,5,0.33,0.07,0.33,,,,,,,54,8,11,,,,,,,,,,,,,,,,,,,,
Ogou Akichi,Nancy,Ligue 2,French Ligue 2,19,"1,277",0,1,0,0.00,0.07,0.00,,,,,,,1,16,12,,,,,,,,,,,,,,,,,,,,
Saliou Ciss,Nancy,Ligue 2,French Ligue 2,14,"1,191",0,1,0,0.00,0.08,0.00,,,,,,,27,18,15,,,,,,,,,,,,,,,,,,,,
Sieben Dewaele,Nancy,Ligue 2,French Ligue 2,16,"1,134",0,1,0,0.00,0.08,0.00,,,,,,,31,9,19,,,,,,,,,,,,,,,,,,,,
Rosario Latouchent,Nancy,Ligue 2,French Ligue 2,16,"1,174",1,0,1,0.08,0.00,0.08,,,,,,,51,8,9,,,,,,,,,,,,,,,,,,,,
Andrew Jung,Nancy,Ligue 2,French Ligue 2,23,"1,192",3,0,2,0.23,0.00,0.15,,,,,,,2,6,5,,,,,,,,,,,,,,,,,,,,
Souleymane Karamoko,Nancy,Ligue 2,French Ligue 2,14,885,0,0,0,0.00,0.00,0.00,,,,,,,44,11,16,,,,,,,,,,,,,,,,,,,,
Giovanni Haag,Nancy,Ligue 2,French Ligue 2,11,788,1,0,1,0.11,0.00,0.11,,,,,,,12,13,17,,,,,,,,,,,,,,,,,,,,
Warren Bondo,Nancy,Ligue 2,French Ligue 2,17,801,1,1,0,0.11,0.11,0.00,,,,,,,21,3,24,,,,,,,,,,,,,,,,,,,,
Abdelhamid El Kaoutari,Nancy,Ligue 2,French Ligue 2,9,753,0,0,0,0.00,0.00,0.00,,,,,,,0,13,4,,,,,,,,,,,,,,,,,,,,
Vinni Triboulet,Nancy,Ligue 2,French Ligue 2,14,639,1,0,1,0.14,0.00,0.14,,,,,,,2,3,13,,,,,,,,,,,,,,,,,,,,
Baptiste Valette,Nancy,Ligue 2,French Ligue 2,7,630,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Neil El Aynaoui,Nancy,Ligue 2,French Ligue 2,14,610,0,0,0,0.00,0.00,0.00,,,,,,,11,17,15,,,,,,,,,,,,,,,,,,,,
Antonin Bobichon,Nancy,Ligue 2,French Ligue 2,7,569,0,0,0,0.00,0.00,0.00,,,,,,,49,3,2,,,,,,,,,,,,,,,,,,,,
Lamine Cissé,Nancy,Ligue 2,French Ligue 2,15,649,0,1,0,0.00,0.14,0.00,,,,,,,42,1,14,,,,,,,,,,,,,,,,,,,,
Elliot Simoes,Nancy,Ligue 2,French Ligue 2,13,419,0,0,0,0.00,0.00,0.00,,,,,,,20,4,6,,,,,,,,,,,,,,,,,,,,
Thomas Fontaine,Nancy,Ligue 2,French Ligue 2,4,360,0,0,0,0.00,0.00,0.00,,,,,,,0,3,4,,,,,,,,,,,,,,,,,,,,
Kelvin Patrick,Nancy,Ligue 2,French Ligue 2,6,339,0,0,0,0.00,0.00,0.00,,,,,,,0,6,6,,,,,,,,,,,,,,,,,,,,
Dorian Bertrand,Nancy,Ligue 2,French Ligue 2,8,232,0,0,0,0.00,0.00,0.00,,,,,,,9,4,1,,,,,,,,,,,,,,,,,,,,
Axel Guessand,Nancy,Ligue 2,French Ligue 2,2,145,0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Samir Bouzar,Nancy,Ligue 2,French Ligue 2,1,45,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Yeni Ngbakoto,Nancy,Ligue 2,French Ligue 2,3,97,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Maxime Nonnenmacher,Nancy,Ligue 2,French Ligue 2,1,20,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Soares,Nancy,Ligue 2,French Ligue 2,1,2,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Farés Mehenni,Nancy,Ligue 2,French Ligue 2,1,1,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Joshua Chapman,Rotherham Utd,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgie Kelly,Rotherham Utd,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Tilt,Rotherham Utd,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Smith,Rotherham Utd,League One,English League One,34,"3,018",17,6,17,0.51,0.18,0.51,,,,,,,44,4,16,,,,,,,,,,,,,,,,,,,,
Ben Wiles,Rotherham Utd,League One,English League One,35,"2,901",7,4,7,0.22,0.12,0.22,,,,,,,44,33,25,,,,,,,,,,,,,,,,,,,,
Michael Ihiekwe,Rotherham Utd,League One,English League One,31,"2,693",2,1,2,0.07,0.03,0.07,,,,,,,26,56,34,,,,,,,,,,,,,,,,,,,,
Daniel Barlaser,Rotherham Utd,League One,English League One,33,"2,626",8,5,5,0.27,0.17,0.17,,,,,,,162,38,50,,,,,,,,,,,,,,,,,,,,
Oliver Rathbone,Rotherham Utd,League One,English League One,31,"2,504",2,3,2,0.07,0.11,0.07,,,,,,,30,23,56,,,,,,,,,,,,,,,,,,,,
Chiedozie Ogbene,Rotherham Utd,League One,English League One,34,"2,506",2,3,2,0.07,0.11,0.07,,,,,,,182,11,18,,,,,,,,,,,,,,,,,,,,
Richard Wood,Rotherham Utd,League One,English League One,29,"2,388",1,1,1,0.04,0.04,0.04,,,,,,,1,32,29,,,,,,,,,,,,,,,,,,,,
Wes Harding,Rotherham Utd,League One,English League One,29,"2,251",0,2,0,0.00,0.08,0.00,,,,,,,49,49,26,,,,,,,,,,,,,,,,,,,,
Shane Ferguson,Rotherham Utd,League One,English League One,27,"1,767",1,3,1,0.05,0.15,0.05,,,,,,,203,10,16,,,,,,,,,,,,,,,,,,,,
Freddie Ladapo,Rotherham Utd,League One,English League One,27,"1,813",11,2,11,0.55,0.10,0.55,,,,,,,9,2,6,,,,,,,,,,,,,,,,,,,,
Rarmani Edmonds-Green,Rotherham Utd,League One,English League One,22,"1,744",1,2,1,0.05,0.10,0.05,,,,,,,25,45,31,,,,,,,,,,,,,,,,,,,,
Viktor Johansson,Rotherham Utd,League One,English League One,19,"1,710",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Josh Vickers,Rotherham Utd,League One,English League One,16,"1,440",0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Will Grigg,Rotherham Utd,League One,English League One,19,929,2,0,2,0.19,0.00,0.19,,,,,,,5,2,3,,,,,,,,,,,,,,,,,,,,
Jamie Lindsay,Rotherham Utd,League One,English League One,22,"1,132",1,1,1,0.08,0.08,0.08,,,,,,,16,17,27,,,,,,,,,,,,,,,,,,,,
Mickel Miller,Rotherham Utd,League One,English League One,17,819,3,4,3,0.33,0.44,0.33,,,,,,,93,11,15,,,,,,,,,,,,,,,,,,,,
Joe Mattock,Rotherham Utd,League One,English League One,13,617,0,0,0,0.00,0.00,0.00,,,,,,,14,17,7,,,,,,,,,,,,,,,,,,,,
Kieran Sadlier,Rotherham Utd,League One,English League One,12,545,1,0,0,0.17,0.00,0.00,,,,,,,60,1,1,,,,,,,,,,,,,,,,,,,,
Joshua Kayode,Rotherham Utd,League One,English League One,16,489,1,2,1,0.18,0.37,0.18,,,,,,,2,3,3,,,,,,,,,,,,,,,,,,,,
Tolaji Bola,Rotherham Utd,League One,English League One,3,203,0,0,0,0.00,0.00,0.00,,,,,,,9,2,6,,,,,,,,,,,,,,,,,,,,
Jordi Osei-Tutu,Rotherham Utd,League One,English League One,5,220,0,0,0,0.00,0.00,0.00,,,,,,,9,3,1,,,,,,,,,,,,,,,,,,,,
Hakeem Odoffin,Rotherham Utd,League One,English League One,9,184,0,0,0,0.00,0.00,0.00,,,,,,,1,7,4,,,,,,,,,,,,,,,,,,,,
Angus MacDonald,Rotherham Utd,League One,English League One,4,108,0,0,0,0.00,0.00,0.00,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,
James Carragher,Wigan Athletic,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Jones,Wigan Athletic,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Smith,Wigan Athletic,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Sze,Wigan Athletic,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Tickle,Wigan Athletic,League One,English League One,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Amos,Wigan Athletic,League One,English League One,33,"2,970",0,0,0,0.00,0.00,0.00,,,,,,,0,1,3,,,,,,,,,,,,,,,,,,,,
Jack Whatmough,Wigan Athletic,League One,English League One,33,"2,939",1,2,1,0.03,0.06,0.03,,,,,,,0,41,21,,,,,,,,,,,,,,,,,,,,
Max Power,Wigan Athletic,League One,English League One,31,"2,790",3,6,3,0.10,0.19,0.10,,,,,,,166,31,33,,,,,,,,,,,,,,,,,,,,
Tendayi Darikwa,Wigan Athletic,League One,English League One,32,"2,745",2,3,2,0.07,0.10,0.07,,,,,,,65,70,35,,,,,,,,,,,,,,,,,,,,
Tom Naylor,Wigan Athletic,League One,English League One,30,"2,694",1,2,1,0.03,0.07,0.03,,,,,,,3,63,41,,,,,,,,,,,,,,,,,,,,
Callum Lang,Wigan Athletic,League One,English League One,31,"2,615",12,7,12,0.41,0.24,0.41,,,,,,,64,25,24,,,,,,,,,,,,,,,,,,,,
Will Keane,Wigan Athletic,League One,English League One,31,"2,579",16,4,14,0.56,0.14,0.49,,,,,,,7,17,18,,,,,,,,,,,,,,,,,,,,
James McClean,Wigan Athletic,League One,English League One,30,"2,456",8,6,8,0.29,0.22,0.29,,,,,,,188,21,35,,,,,,,,,,,,,,,,,,,,
Kelland Watts,Wigan Athletic,League One,English League One,19,"1,710",0,0,0,0.00,0.00,0.00,,,,,,,1,28,4,,,,,,,,,,,,,,,,,,,,
Charlie Wyke,Wigan Athletic,League One,English League One,15,"1,335",5,2,4,0.34,0.13,0.27,,,,,,,3,4,9,,,,,,,,,,,,,,,,,,,,
Curtis Tilt,Wigan Athletic,League One,English League One,15,"1,205",2,0,2,0.15,0.00,0.15,,,,,,,0,21,8,,,,,,,,,,,,,,,,,,,,
Jordan Cousins,Wigan Athletic,League One,English League One,12,848,0,0,0,0.00,0.00,0.00,,,,,,,0,17,5,,,,,,,,,,,,,,,,,,,,
Gavin Massey,Wigan Athletic,League One,English League One,26,866,1,2,1,0.10,0.21,0.10,,,,,,,18,4,11,,,,,,,,,,,,,,,,,,,,
Stephen Humphrys,Wigan Athletic,League One,English League One,27,802,4,2,4,0.45,0.22,0.45,,,,,,,12,3,14,,,,,,,,,,,,,,,,,,,,
Gwion Edwards,Wigan Athletic,League One,English League One,22,716,1,0,1,0.13,0.00,0.13,,,,,,,28,11,20,,,,,,,,,,,,,,,,,,,,
