name,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes,gca,tackles,dribble_tackles,pressures,blocks,interceptions,clearances,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,crosses,tackles_won,aerials_won
Carlos Felipe Rodríguez,7,630,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Pereyra Díaz,9,527,1,0,1,0.17,0.00,0.17,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Roberto Díaz,11,517,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Guillermo Burdisso,8,453,0,1,0,0.00,0.20,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Álvaro Ramos,18,467,1,2,1,0.19,0.39,0.19,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Maximiliano Cerato,9,302,0,1,0,0.00,0.30,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alan Cervantes,2,65,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Claudio Ernesto González,4,131,3,0,3,2.06,0.00,2.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Landon Donovan,6,119,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cristian Torres,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Luis Miguel Franco,2,42,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Mauro Laínez,2,40,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Giles Barnes,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Macías,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milton Caraglio,32,"2,727",15,3,11,0.50,0.10,0.36,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Bryan Garnica,34,"2,773",3,4,3,0.10,0.13,0.10,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jaine Barreiro,30,"2,582",3,0,3,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Daniel Arreola,28,"2,310",2,1,1,0.08,0.04,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Pablo Vigón,32,"2,041",3,2,3,0.13,0.09,0.13,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Ricardo Reyes,23,"1,960",0,1,0,0.00,0.05,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Clifford Aboagye,21,"1,779",0,2,0,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rafael Márquez,19,"1,586",0,2,0,0.00,0.11,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Miguel Ángel Fraga,15,"1,264",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Leiton Jiménez,14,"1,215",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Enrique Robles,21,"1,260",0,1,0,0.00,0.07,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Matías Alustiza,16,947,5,3,5,0.48,0.29,0.48,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ravel Morrison,18,863,3,0,3,0.31,0.00,0.31,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cristopher Toselli,7,630,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Óscar Ustari,7,626,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Facundo Erpen,13,"1,117",1,0,1,0.08,0.00,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ángelo Henríquez,17,600,1,0,1,0.15,0.00,0.15,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ismael Govea,7,540,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Uvaldo Luna,7,435,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ulises Cardona,11,501,1,1,1,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edyairth Ortega,6,462,2,0,2,0.39,0.00,0.39,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Santiago Hernández,5,450,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alexi Gómez,7,348,0,1,0,0.00,0.26,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Christian Tabó,11,498,1,0,1,0.18,0.00,0.18,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cristian Calderón,5,366,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edgar Zaldívar,6,266,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Fidel Martínez,6,351,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cristian González Bautista,4,231,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gaddi Aguirre,5,220,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Patrick Soko,8,270,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Ávila,2,94,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jonathan Estrada,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Andrés Monroy Saldaña,1,45,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Jahir Barraza,5,128,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jairo Torres,2,49,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Diego Cruz Esparza,4,227,0,1,0,0.00,0.40,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edson García,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joél Pérez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Robles,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Barovero,34,"3,060",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Igor Lichnovsky,34,"3,060",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Brayan Beckeles,31,"2,773",1,0,1,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos González Espínola,32,"2,482",13,0,12,0.47,0.00,0.44,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Miguel Ángel Ponce,29,"2,407",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mario de Luna,27,"2,373",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Roberto Alvarado,26,"2,014",2,4,2,0.09,0.18,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Dieter Villalpando,24,"1,652",2,0,2,0.11,0.00,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Ernesto Pérez Martínez,19,"1,427",4,1,4,0.25,0.06,0.25,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Felipe Gallegos,18,"1,148",0,1,0,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Víctor Dávila,16,"1,050",4,3,4,0.34,0.26,0.34,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Matías Fernández,20,"1,401",1,1,1,0.06,0.06,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Xavier Báez,21,"1,248",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Fernando Rubén González,14,"1,151",0,1,0,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Martín Barragán,30,"1,208",6,3,6,0.45,0.22,0.45,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo Velázquez,12,734,3,0,3,0.37,0.00,0.37,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Daniel Álvarez López,20,982,0,2,0,0.00,0.18,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Isijara,16,990,1,1,1,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ventura Alvarado,5,390,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jairo González,7,506,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Bryan Colula,2,180,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Gustavo Culma,8,115,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Othoniel Arce,3,63,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gerson Torres,3,55,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Marcelo Allende,3,41,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Bryan De Jesús,1,6,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pedro Esquivel,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarón Fernández García,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosgart Gutiérrez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irvin Mojica,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Omar Hernández,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Riaño,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Cercado,30,"2,552",1,2,1,0.04,0.07,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Advíncula,28,"2,475",2,2,2,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Francisco Javier Rodríguez,28,"2,376",2,1,2,0.08,0.04,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pedro Aquino,28,"2,313",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Eduardo Tercero,27,"2,299",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Julián Quiñones,28,"2,213",17,2,15,0.69,0.08,0.61,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Heriberto Olvera,24,"1,803",1,4,1,0.05,0.20,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Carlos Medina,22,"1,721",2,4,2,0.10,0.21,0.10,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Amaury Escoto,27,"1,426",4,1,4,0.25,0.06,0.25,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Villalpando,14,"1,215",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Diego Rafael Jiménez,23,"1,287",4,0,4,0.28,0.00,0.28,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Irven Ávila,16,"1,075",1,4,1,0.08,0.33,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Lucero Álvarez,12,968,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gabriel Cortez,14,811,2,3,2,0.22,0.33,0.22,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Adrián Morales,20,"1,071",0,2,0,0.00,0.17,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Francisco Canales,10,877,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jordan Sierra,12,850,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jonathan Fabbro,14,808,1,0,1,0.11,0.00,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alfonso Emilio Sánchez,12,619,1,0,1,0.15,0.00,0.15,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Rodrigo Godínez,9,544,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Treviño,9,512,0,1,0,0.00,0.18,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Ernesto Olascoaga,8,419,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Emanuel Herrera,6,384,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Omar Tejeda,6,265,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Irving Zurita,2,157,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alfonso Tamay,8,238,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Carlos García Sancho,2,135,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Arley Rodríguez,2,118,0,1,0,0.00,0.76,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Ibarra,3,100,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jerónimo Amione,9,394,0,1,0,0.00,0.23,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
William Palacios,1,9,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Orlando Rincón,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Zamora,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibran Lajud,34,"3,060",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Damián Pérez,33,"2,938",1,0,1,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Carlos Valenzuela,31,"2,710",0,1,0,0.00,0.03,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Damián Musto,29,"2,567",1,2,1,0.04,0.07,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Víctor Malcorra,33,"2,553",3,4,2,0.11,0.14,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gustavo Bou,29,"2,302",10,2,9,0.39,0.08,0.35,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Miller Bolaños,24,"1,483",8,1,6,0.49,0.06,0.36,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Martín Lucero,22,"1,403",4,1,3,0.26,0.06,0.19,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Chávez,21,"1,163",1,2,1,0.08,0.15,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Ángel Mendoza,22,"1,107",3,3,3,0.24,0.24,0.24,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Michael Orozco,11,792,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Iturbe,14,692,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alejandro Guido,20,784,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Carlos Núñez,7,410,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Alberto García,7,331,1,0,1,0.27,0.00,0.27,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Hiram Muñoz,4,273,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Roberto Chávez,3,206,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rubio Rubin,7,273,1,0,1,0.33,0.00,0.33,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mauricio Cuero,1,60,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edgar Iván López,1,20,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Daniel López,1,20,0,4,0,0.00,18.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Antonio Rodríguez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Arce Jr.,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Ernesto Michel,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Higuera,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Daniel Hernández,31,"2,594",0,2,0,0.00,0.07,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Emmanuel García,32,"2,673",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Erick Gutiérrez,30,"2,505",5,3,5,0.18,0.11,0.18,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Óscar Murillo,28,"2,520",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Keisuke Honda,29,"2,174",10,5,9,0.41,0.21,0.37,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ángelo Sagal,33,"2,020",7,6,7,0.31,0.27,0.31,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alfonso Blanco Antúnez,22,"1,980",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Robert Herrera,25,"1,923",1,0,1,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Érick Aguirre,26,"1,521",2,2,2,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Joaquín Martínez,23,"1,823",2,0,2,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Víctor Guzmán,20,"1,672",9,1,9,0.48,0.05,0.48,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Raúl López Gómez,19,"1,470",0,2,0,0.00,0.12,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Franco Jara,22,"1,273",4,3,3,0.28,0.21,0.21,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Omar Gonzalez,14,"1,115",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Óscar Pérez Rojas,12,"1,080",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alexis Francisco Peña,11,816,1,0,1,0.11,0.00,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Erick Sánchez,13,623,0,1,0,0.00,0.14,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Edson Puch,14,"1,067",5,1,3,0.42,0.08,0.25,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Roberto de la Rosa,7,248,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo César López,3,225,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Germán Cano,11,334,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Walter González,9,211,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Dairon Mosquera,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Francisco Antonio Figueroa,4,86,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kekuta Manneh,1,10,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Calero,1,1,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kevin Álvarez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Joaquín Esquivel,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Padilla,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Cota,31,"2,790",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edwin Hernández,29,"2,350",1,1,1,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rodolfo Pizarro,29,"2,358",7,6,7,0.27,0.23,0.27,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Salcido,24,"2,059",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Orbelín Pineda,29,"1,972",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Sánchez García,23,"1,857",0,2,0,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Javier Eduardo López,30,"1,887",3,4,3,0.14,0.19,0.14,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Oswaldo Alanís,19,"1,674",2,1,0,0.11,0.05,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Michael Pérez Ortíz,20,"1,595",1,0,1,0.06,0.00,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ángel Zaldívar,19,"1,341",2,0,1,0.13,0.00,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alan Pulido,18,"1,239",4,2,4,0.29,0.15,0.29,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jair Pereira,15,"1,194",1,0,1,0.08,0.00,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Ernesto Cisneros,18,"1,244",2,2,2,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Juan Vázquez,17,"1,530",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Isaác Brizuela,27,"1,503",1,2,1,0.06,0.12,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Hedgardo Marín,12,967,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Juan Basulto,7,630,0,1,0,0.00,0.14,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gael Sandoval,14,995,0,2,0,0.00,0.18,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Fernando Beltrán,8,601,0,1,0,0.00,0.15,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Juan Macías,16,665,3,0,3,0.41,0.00,0.41,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Michelle Benítez,7,398,1,1,1,0.23,0.23,0.23,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edson Torres,5,416,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José de Jesús Godínez,16,717,2,0,2,0.25,0.00,0.25,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Oscar Macías,6,366,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alejandro Mayorga,4,279,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Miguel Jiménez Ponce,3,270,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ronaldo Cisneros,1,59,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Benjamín Galindo Jr.,2,180,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jose Gurrola,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Ángel Gregorio López,1,15,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Kevin Magaña,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Zamora,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Orozco,32,"2,880",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Julio Furch,32,"2,755",14,2,14,0.46,0.07,0.46,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Djaniny,32,"2,614",18,3,15,0.62,0.10,0.52,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Osvaldo Martínez,31,"2,424",2,11,2,0.07,0.41,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Izquierdoz,27,"2,430",2,0,2,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Néstor Araujo,26,"2,302",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Abella,27,"2,278",0,2,0,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Brian Lozano,30,"1,927",2,3,2,0.09,0.14,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Villafaña,22,"1,868",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Diego De Buen,24,"1,606",2,1,2,0.11,0.06,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jonathan Rodríguez,32,"1,587",6,1,5,0.34,0.06,0.28,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gerardo Arteaga,14,"1,172",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
